rounds | onuID | actualTime | nlocal_updates | computingTime | computingTimeNetworkDelay 
  1 | 34 | 1655,28785 |  0 | 1617,00134 | 1655,28785 
  1 | 33 | 1789,59972 |  1 | 1748,58126 | 1789,59972 
  1 | 58 | 1819,21570 |  2 | 1775,23985 | 1819,21570 
  1 | 35 | 1933,55924 |  3 | 1876,95343 | 1933,55924 
  1 | 26 | 1942,04161 |  4 | 1882,08414 | 1942,04161 
  1 | 39 | 1962,61471 |  5 | 1899,04139 | 1962,61471 
  1 | 17 | 1994,35666 |  6 | 1945,96301 | 1994,35666 
  1 | 37 | 2052,05437 |  7 | 2002,19567 | 2052,05437 
  1 | 54 | 2057,36472 |  8 | 2005,38024 | 2057,36472 
  1 | 29 | 2091,47930 |  9 | 2042,91688 | 2091,47930 
  1 | 62 | 2094,94486 | 10 | 2047,23730 | 2094,94486 
  1 | 49 | 2182,22807 | 11 | 2122,29260 | 2182,22807 
  1 | 38 | 2184,87137 | 12 | 2123,37437 | 2184,87137 
  1 | 42 | 2194,52563 | 13 | 2128,45132 | 2194,52563 
  1 | 45 | 2224,19815 | 14 | 2147,14855 | 2224,19815 
  1 | 19 | 2229,57722 | 15 | 2150,34529 | 2229,57722 
  1 | 60 | 2265,03481 | 16 | 2177,70923 | 2265,03481 
  1 | 52 | 2276,76766 | 17 | 2188,76861 | 2276,76766 
  1 | 32 | 2279,19372 | 18 | 2190,32172 | 2279,19372 
  1 | 31 | 2299,13404 | 19 | 2205,17693 | 2299,13404 
  1 | 36 | 2304,55475 | 20 | 2209,63788 | 2304,55475 
  1 | 10 | 2314,92870 | 21 | 2217,88948 | 2314,92870 
  1 | 28 | 2389,13330 | 22 | 2272,41842 | 2389,13330 
  1 | 41 | 2390,41921 | 23 | 2273,31766 | 2390,41921 
  1 | 44 | 2406,58824 | 24 | 2284,90559 | 2406,58824 
  1 | 53 | 2411,53099 | 25 | 2287,94967 | 2411,53099 
  1 | 63 | 2411,61200 | 26 | 2288,48843 | 2411,61200 
  1 | 51 | 2445,60754 | 27 | 2311,54966 | 2445,60754 
  1 | 40 | 2485,31284 | 28 | 2337,08667 | 2485,31284 
  1 | 50 | 2492,59960 | 29 | 2342,18558 | 2492,59960 
  1 | 59 | 2496,61397 | 30 | 2345,10553 | 2496,61397 
  1 | 55 | 2511,07007 | 31 | 2355,52038 | 2511,07007 
  1 | 43 | 2523,21915 | 32 | 2365,21939 | 2523,21915 
  1 | 47 | 2525,48911 | 33 | 2366,65513 | 2525,48911 
  1 | 61 | 2539,93700 | 34 | 2378,62500 | 2539,93700 
  1 | 57 | 2565,36036 | 35 | 2402,90381 | 2565,36036 
  1 | 27 | 2569,49577 | 36 | 2406,91186 | 2569,49577 
  1 | 30 | 2579,76389 | 37 | 2418,97648 | 2579,76389 
  1 | 22 | 2586,60338 | 38 | 2427,67738 | 2586,60338 
  1 | 56 | 2587,23876 | 39 | 2427,98928 | 2587,23876 
  1 | 46 | 2598,98643 | 40 | 2444,95750 | 2598,98643 
  1 | 48 | 2602,32878 | 41 | 2451,16802 | 2602,32878 
  1 | 18 | 2776,71686 | 42 | 2738,07497 | 2776,71686 
  1 | 21 | 3230,66358 | 43 | 3190,82117 | 3230,66358 
  1 |  4 | 3331,37131 | 44 | 3292,53320 | 3331,37131 
  1 | 13 | 3368,27757 | 45 | 3330,37094 | 3368,27757 
  1 | 11 | 3826,35286 | 46 | 3789,36823 | 3826,35286 
  1 |  7 | 3989,22821 | 47 | 3944,87684 | 3989,22821 
  1 |  5 | 4013,32336 | 48 | 3966,18119 | 4013,32336 
  1 | 23 | 4077,00964 | 49 | 4025,21681 | 4077,00964 
  1 |  1 | 4081,81395 | 50 | 4028,74669 | 4081,81395 
  1 |  2 | 4172,70593 | 51 | 4130,78615 | 4172,70593 
  1 | 12 | 4375,06971 | 52 | 4335,24488 | 4375,06971 
  1 | 15 | 4430,65711 | 53 | 4390,12172 | 4430,65711 
  1 | 16 | 4611,37562 | 54 | 4572,00684 | 4611,37562 
  1 |  8 | 4752,70907 | 55 | 4715,90427 | 4752,70907 
  1 | 24 | 4983,06462 | 56 | 4945,38926 | 4983,06462 
  1 | 14 | 5116,39006 | 57 | 5075,41319 | 5116,39006 
  1 |  6 | 5163,99259 | 58 | 5113,76870 | 5163,99259 
  1 | 25 | 5188,58426 | 59 | 5137,03536 | 5188,58426 
