rounds | onuID | actualTime | nlocal_updates | computingTime | computingTimeNetworkDelay 
  1 | 34 | 1873,99069 |  0 | 1617,00134 | 1873,99069 
  1 | 33 | 2008,11345 |  1 | 1748,58126 | 2008,11345 
  1 | 58 | 2036,98071 |  2 | 1775,23985 | 2036,98071 
  1 | 35 | 2133,62705 |  3 | 1876,95343 | 2133,62705 
  1 | 26 | 2138,33140 |  4 | 1882,08414 | 2138,33140 
  1 | 39 | 2153,82647 |  5 | 1899,04139 | 2153,82647 
  1 | 17 | 2197,74878 |  6 | 1945,96301 | 2197,74878 
  1 | 37 | 2250,00524 |  7 | 2002,19567 | 2250,00524 
  1 | 54 | 2253,57529 |  8 | 2005,38024 | 2253,57529 
  1 | 29 | 2290,41339 |  9 | 2042,91688 | 2290,41339 
  1 | 62 | 2294,70518 | 10 | 2047,23730 | 2294,70518 
  1 | 49 | 2377,11003 | 11 | 2122,29260 | 2377,11003 
  1 | 38 | 2379,33248 | 12 | 2123,37437 | 2379,33248 
  1 | 42 | 2384,23386 | 13 | 2128,45132 | 2384,23386 
  1 | 45 | 2406,01094 | 14 | 2147,14855 | 2406,01094 
  1 | 19 | 2410,73129 | 15 | 2150,34529 | 2410,73129 
  1 | 60 | 2441,91117 | 16 | 2177,70923 | 2441,91117 
  1 | 52 | 2454,95971 | 17 | 2188,76861 | 2454,95971 
  1 | 32 | 2456,66113 | 18 | 2190,32172 | 2456,66113 
  1 | 31 | 2473,79825 | 19 | 2205,17693 | 2473,79825 
  1 | 36 | 2479,81875 | 20 | 2209,63788 | 2479,81875 
  1 | 10 | 2489,85935 | 21 | 2217,88948 | 2489,85935 
  1 | 28 | 2551,92923 | 22 | 2272,41842 | 2551,92923 
  1 | 41 | 2553,06430 | 23 | 2273,31766 | 2553,06430 
  1 | 44 | 2564,76568 | 24 | 2284,90559 | 2564,76568 
  1 | 53 | 2568,51755 | 25 | 2287,94967 | 2568,51755 
  1 | 63 | 2569,73754 | 26 | 2288,48843 | 2569,73754 
  1 | 51 | 2595,10896 | 27 | 2311,54966 | 2595,10896 
  1 | 40 | 2622,64420 | 28 | 2337,08667 | 2622,64420 
  1 | 50 | 2628,19052 | 29 | 2342,18558 | 2628,19052 
  1 | 59 | 2631,00220 | 30 | 2345,10553 | 2631,00220 
  1 | 55 | 2642,56932 | 31 | 2355,52038 | 2642,56932 
  1 | 43 | 2651,69070 | 32 | 2365,21939 | 2651,69070 
  1 | 47 | 2653,48981 | 33 | 2366,65513 | 2653,48981 
  1 | 61 | 2665,97801 | 34 | 2378,62500 | 2665,97801 
  1 | 57 | 2690,70581 | 35 | 2402,90381 | 2690,70581 
  1 | 27 | 2694,74846 | 36 | 2406,91186 | 2694,74846 
  1 | 30 | 2708,51091 | 37 | 2418,97648 | 2708,51091 
  1 | 22 | 2716,72837 | 38 | 2427,67738 | 2716,72837 
  1 | 56 | 2717,39035 | 39 | 2427,98928 | 2717,39035 
  1 | 46 | 2734,18497 | 40 | 2444,95750 | 2734,18497 
  1 | 48 | 2740,08013 | 41 | 2451,16802 | 2740,08013 
  1 | 18 | 3029,54291 | 42 | 2738,07497 | 3029,54291 
  1 | 21 | 3483,53230 | 43 | 3190,82117 | 3483,53230 
  1 |  4 | 3585,62254 | 44 | 3292,53320 | 3585,62254 
  1 | 13 | 3623,22697 | 45 | 3330,37094 | 3623,22697 
  1 | 11 | 4077,12217 | 46 | 3789,36823 | 4077,12217 
  1 |  7 | 4235,11098 | 47 | 3944,87684 | 4235,11098 
  1 |  5 | 4255,60427 | 48 | 3966,18119 | 4255,60427 
  1 | 23 | 4315,30452 | 49 | 4025,21681 | 4315,30452 
  1 |  1 | 4319,58538 | 50 | 4028,74669 | 4319,58538 
  1 |  2 | 4424,75544 | 51 | 4130,78615 | 4424,75544 
  1 | 12 | 4631,03047 | 52 | 4335,24488 | 4631,03047 
  1 | 15 | 4684,80910 | 53 | 4390,12172 | 4684,80910 
  1 | 16 | 4865,42312 | 54 | 4572,00684 | 4865,42312 
  1 |  8 | 5010,19296 | 55 | 4715,90427 | 5010,19296 
  1 | 24 | 5239,20881 | 56 | 4945,38926 | 5239,20881 
  1 | 14 | 5370,73664 | 57 | 5075,41319 | 5370,73664 
  1 |  6 | 5409,40596 | 58 | 5113,76870 | 5409,40596 
  1 | 25 | 5432,74120 | 59 | 5137,03536 | 5432,74120 
  1 | 20 | 5610,70381 | 60 | 5316,14816 | 5610,70381 
  1 |  0 | 5797,36045 | 61 | 5500,79309 | 5797,36045 
  1 |  9 | 5945,42709 | 62 | 5649,05435 | 5945,42709 
  1 |  3 | 5985,58797 | 63 | 5689,26704 | 5985,58797 
  2 | 34 | 7890,36037 |  0 | 1614,05568 | 1904,69888 
  2 | 33 | 8045,09521 |  1 | 1767,16133 | 2059,43372 
  2 | 58 | 8052,65769 |  2 | 1773,61666 | 2066,99620 
  2 | 35 | 8107,66489 |  3 | 1828,18205 | 2122,00340 
  2 | 26 | 8159,11142 |  4 | 1879,96777 | 2173,44993 
  2 | 39 | 8171,89840 |  5 | 1892,61483 | 2186,23691 
  2 | 17 | 8198,47848 |  6 | 1919,87989 | 2212,81699 
  2 | 54 | 8276,36206 |  7 | 1998,94463 | 2290,70057 
  2 | 29 | 8317,47730 |  8 | 2039,98366 | 2331,81581 
  2 | 37 | 8349,19862 |  9 | 2071,52073 | 2363,53713 
  2 | 62 | 8359,43934 | 10 | 2081,33381 | 2373,77785 
  2 | 32 | 8388,10197 | 11 | 2109,49538 | 2402,44048 
  2 | 42 | 8400,48963 | 12 | 2120,94647 | 2414,82814 
  2 | 38 | 8401,04694 | 13 | 2121,65388 | 2415,38545 
  2 | 49 | 8405,02936 | 14 | 2125,69394 | 2419,36787 
  2 | 45 | 8428,89975 | 15 | 2149,74913 | 2443,23826 
  2 | 19 | 8429,12024 | 16 | 2149,83575 | 2443,45875 
  2 | 60 | 8453,44180 | 17 | 2173,36010 | 2467,78031 
  2 | 52 | 8469,34622 | 18 | 2189,17320 | 2483,68473 
  2 | 36 | 8483,93983 | 19 | 2203,58057 | 2498,27834 
  2 | 31 | 8487,78009 | 20 | 2207,71520 | 2502,11860 
  2 | 10 | 8496,22442 | 21 | 2215,92515 | 2510,56293 
  2 | 28 | 8550,30434 | 22 | 2268,77192 | 2564,64285 
  2 | 41 | 8550,86778 | 23 | 2269,52231 | 2565,20629 
  2 | 53 | 8566,39951 | 24 | 2285,36859 | 2580,73802 
  2 | 63 | 8567,49097 | 25 | 2286,40582 | 2581,82948 
  2 | 44 | 8571,20893 | 26 | 2290,08596 | 2585,54744 
  2 | 51 | 8592,14404 | 27 | 2310,44573 | 2606,48255 
  2 | 59 | 8619,78717 | 28 | 2337,51323 | 2634,12568 
  2 | 55 | 8636,88002 | 29 | 2354,37148 | 2651,21853 
  2 | 47 | 8646,12209 | 30 | 2363,75111 | 2660,46060 
  2 | 61 | 8647,78584 | 31 | 2365,18773 | 2662,12435 
  2 | 43 | 8649,58359 | 32 | 2366,46806 | 2663,92210 
  2 | 40 | 8676,11275 | 33 | 2392,90093 | 2690,45126 
  2 | 57 | 8684,32523 | 34 | 2401,04292 | 2698,66374 
  2 | 27 | 8686,07986 | 35 | 2402,88823 | 2700,41837 
